tile_id,filename,md5_hash,filesize_bytes,type,in_train,dataset
AV638512,AV638512_satellite.tif,49a7eb45d5c0dab5e59196c24cf95a0b,1347658,satellite,TRUE,train_img
VE249600,VE249600_satellite.tif,6479dc96a9e5c9c2b755fcd90205ef34,1022911,satellite,TRUE,train_img
XI155432,XI155432_satellite.tif,a9345786b55d6c7726d3e168d742d3df,1081419,satellite,TRUE,train_img
UL841870,UL841870_satellite.tif,87dc01e7cd2956d9a6dd6783da77a0d4,1374668,satellite,TRUE,train_img
VT538560,VT538560_satellite.tif,42bf59e0b5456c3506f7386ebb41ea69,1263588,satellite,TRUE,train_img
FO471197,FO471197_satellite.tif,a0675556096f634370f171246cf499a5,920251,satellite,TRUE,train_img
QJ389221,QJ389221_satellite.tif,92c3dbb7d7d6bc2c6a4f620f921634cc,877873,satellite,TRUE,train_img
QW953565,QW953565_satellite.tif,f8db0897b4a72b90fa0d17a26d7452dd,913130,satellite,TRUE,train_img
UC420509,UC420509_satellite.tif,4132ef9b496f2fe1aa102f7c0f0649c5,1303409,satellite,TRUE,train_img
BC879521,BC879521_satellite.tif,7f130cad2a5f7cc842a3e7f366afc7ce,885203,satellite,TRUE,train_img
PZ111214,PZ111214_satellite.tif,2fd96fef41057b2c165143276fbe47a7,1051371,satellite,TRUE,train_img
NV633392,NV633392_satellite.tif,9d6f36f8e259e53777c448d864858295,1304076,satellite,TRUE,train_img
EP621986,EP621986_satellite.tif,2b072e8db08f82bc4d29e326adaf7ed4,1031494,satellite,TRUE,train_img
AT299422,AT299422_satellite.tif,d3c3aa88fd79f26ec89b0d3cfa7db7e3,1015257,satellite,TRUE,train_img
XA848851,XA848851_satellite.tif,444302bdc238b057deae8fab2a76453b,1047697,satellite,TRUE,train_img
RX461822,RX461822_satellite.tif,013fb693dd3759f045c17580b68e1ca7,942436,satellite,TRUE,train_img
XV963359,XV963359_satellite.tif,d58d42880a99b133e7d1c92eb293cfca,1421384,satellite,TRUE,train_img
OF807287,OF807287_satellite.tif,3407e2ea0b1d05d8b32bdcc9af7e54f1,1318748,satellite,TRUE,train_img
LE638637,LE638637_satellite.tif,fdc03ea60dc17773f9b7e6c4086652b8,1366556,satellite,TRUE,train_img
BN619577,BN619577_satellite.tif,39d2b7fef4fee038efb71de490b99b66,1515565,satellite,TRUE,train_img
LD454375,LD454375_satellite.tif,3171ad316ace3f0af11797ef2670b4a8,1074221,satellite,TRUE,train_img
HR992104,HR992104_satellite.tif,72e34dacc0ae114e6d68c855b213e4f8,1143733,satellite,TRUE,train_img
DJ413710,DJ413710_satellite.tif,5b3fd9205fcb4b3f53e3348ec1c34281,1424657,satellite,TRUE,train_img
IG102342,IG102342_satellite.tif,993c851e548cfdf7434fbfc1d79dd402,1571337,satellite,TRUE,train_img
SM328026,SM328026_satellite.tif,517bfebacb88058044af87e40632633d,1393964,satellite,TRUE,train_img
UQ965837,UQ965837_satellite.tif,230bd5b138e54b5e2f7dea44f8f1ddfa,1053135,satellite,TRUE,train_img
OT989561,OT989561_satellite.tif,8bb80faa4e2c637737a3d7525fb8f9be,1097288,satellite,TRUE,train_img
LA745430,LA745430_satellite.tif,279406ca8031a5d9c8bf4ee33db89db3,1530238,satellite,TRUE,train_img
XF521598,XF521598_satellite.tif,c2785ffdb69417129f73549d2d271990,1062687,satellite,TRUE,train_img
QQ261177,QQ261177_satellite.tif,48943cee38871a9307dcb51f43c1dda0,1487078,satellite,TRUE,train_img
PA263190,PA263190_satellite.tif,006a6687a277c0572bf84239dc6ac77f,1564717,satellite,TRUE,train_img
IH593563,IH593563_satellite.tif,8d842e6d1e160d37fa70bad23362a7de,1527492,satellite,TRUE,train_img
JL549148,JL549148_satellite.tif,864f873c293bee360057b00bc66b4a75,909193,satellite,TRUE,train_img
OV980130,OV980130_satellite.tif,f3bb31fd1cf05aa89962b936b7bf01b9,1446310,satellite,TRUE,train_img
EL883381,EL883381_satellite.tif,e3360cb15a1ecc5ff8fac89c61338548,1435929,satellite,TRUE,train_img
JB240173,JB240173_satellite.tif,5d18e036f9e637ea3fc5d447fe1ed30b,1002216,satellite,TRUE,train_img
GP797557,GP797557_satellite.tif,319d8e98957a4980cfffe40dabfce83d,975707,satellite,TRUE,train_img
DN612824,DN612824_satellite.tif,0b6909bf612b128ac71630c734fd8234,1280329,satellite,TRUE,train_img
YY918243,YY918243_satellite.tif,47ab2ba474424e6b66686389e243069e,1307843,satellite,TRUE,train_img
QX877931,QX877931_satellite.tif,2942867f164dbc84411850483fadcf25,1612374,satellite,TRUE,train_img
ME215063,ME215063_satellite.tif,d89bc6b6412ecc11338ac857a51dea62,1614842,satellite,TRUE,train_img
QA904661,QA904661_satellite.tif,6dae05ac44f513546e8cfa5fddba0397,1090514,satellite,TRUE,train_img
BV970145,BV970145_satellite.tif,94f7348cf655645644821077f2f0976f,1345975,satellite,TRUE,train_img
TX108418,TX108418_satellite.tif,589b50bc7f83953929be00a62261879d,1311439,satellite,TRUE,train_img
QF361584,QF361584_satellite.tif,a3a11274dcccc5cd1d73e47c5e32bd1f,1238275,satellite,TRUE,train_img
DI835005,DI835005_satellite.tif,531ca6c53232a966285da3322cdaa931,1142087,satellite,TRUE,train_img
NG596912,NG596912_satellite.tif,a6a62ca31ba750d6dd926b2cb954af39,907531,satellite,TRUE,train_img
ZD835203,ZD835203_satellite.tif,ea60024fcba823eff4c989637c223569,1029364,satellite,TRUE,train_img
TF297833,TF297833_satellite.tif,48e53394b56c59fd24b4f3d12da6a23f,997932,satellite,TRUE,train_img
GC153430,GC153430_satellite.tif,1465506ddf1d28868b3b8668369f5b86,808684,satellite,TRUE,train_img
QJ834169,QJ834169_satellite.tif,a07340a0c3ed5028a699bedc2ff3c5a4,1027167,satellite,TRUE,train_img
HH452508,HH452508_satellite.tif,15b2c417c67aa12c847e31b65b42a496,881142,satellite,TRUE,train_img
BQ547818,BQ547818_satellite.tif,7bd30c218a886dbf60942d6e921cc403,770825,satellite,TRUE,train_img
JD382324,JD382324_satellite.tif,ea727dec23187e3dcf2f2dbba5a28d6a,1068726,satellite,TRUE,train_img
LW538382,LW538382_satellite.tif,251de90920774e138f95beab37e624d5,1088488,satellite,TRUE,train_img
VX437263,VX437263_satellite.tif,d797be4d91c5edb0aeefafd420a09de1,886326,satellite,TRUE,train_img
FI615151,FI615151_satellite.tif,8188225def00f6ffd3d65936c5c8a745,1411402,satellite,TRUE,train_img
JD201593,JD201593_satellite.tif,5ca84b4c4bff67bcf5c95d1955731902,944089,satellite,TRUE,train_img
VR907889,VR907889_satellite.tif,6db90bd7fc8a03bef5ba34917d5f04be,1300855,satellite,TRUE,train_img
KL877301,KL877301_satellite.tif,c7de445efd4255e8d701bb382cef19f5,1399022,satellite,TRUE,train_img
XY717518,XY717518_satellite.tif,57c309f81584991b9bdee0406f6499c3,1267860,satellite,TRUE,train_img
LH781834,LH781834_satellite.tif,a63506587777a0f7a59e318f83a6ab67,1205711,satellite,TRUE,train_img
SM191468,SM191468_satellite.tif,8ed78ca5989b2d9fa29d406eb662e1eb,1210891,satellite,TRUE,train_img
EU878659,EU878659_satellite.tif,c2eee284c215e281b2a87d0821f7281d,1359233,satellite,TRUE,train_img
BS786141,BS786141_satellite.tif,feaa7876db5b32103c4f59e148128f22,1048146,satellite,TRUE,train_img
GW567423,GW567423_satellite.tif,6ad5a9264ed19921a48ec953264e6965,1411307,satellite,TRUE,train_img
CR749079,CR749079_satellite.tif,20196908a675aa06bb829450256d48ad,808399,satellite,TRUE,train_img
XP897953,XP897953_satellite.tif,6edc27e2ca35a180acc665c466d4855b,791707,satellite,TRUE,train_img
NR846169,NR846169_satellite.tif,477fc9da3163a2298dc9673120c4e6f1,1238426,satellite,TRUE,train_img
YR464211,YR464211_satellite.tif,d1622c0fc898b9a64b75a9728416ce01,984475,satellite,TRUE,train_img
NC606274,NC606274_satellite.tif,1398d234debcd2b90ba9f047c5112c3f,855418,satellite,TRUE,train_img
IW235197,IW235197_satellite.tif,abea32790e20bad698226a8aea10e5ab,948309,satellite,TRUE,train_img
SB932978,SB932978_satellite.tif,5b9d9372c0d77fb0985120c4246668d6,905090,satellite,TRUE,train_img
GX954100,GX954100_satellite.tif,193891f7136bf4707bce19b97ed74fe9,927516,satellite,TRUE,train_img
VR638430,VR638430_satellite.tif,be695e886afda0ab0f50b38fc2df5e30,954468,satellite,TRUE,train_img
FO887195,FO887195_satellite.tif,d53b0d674142a35237cfd416af759431,848304,satellite,TRUE,train_img
RY509203,RY509203_satellite.tif,3df7aca5fb819d50f87727212d5a9e22,1516523,satellite,TRUE,train_img
SG720875,SG720875_satellite.tif,6f895f096ef7c620dc3135729b025596,1513567,satellite,TRUE,train_img
ZQ577564,ZQ577564_satellite.tif,ad42a17235b0ed4a14ca904725a4b4bf,1193383,satellite,TRUE,train_img
XQ371407,XQ371407_satellite.tif,a670325fb25d86d497df76078e06fa01,1420503,satellite,TRUE,train_img
HJ842658,HJ842658_satellite.tif,c6e4b4b0dd86ba75a93adcaa35f36c8c,1540192,satellite,TRUE,train_img
HJ140989,HJ140989_satellite.tif,6d016bff725f7a18fcdbe1a818b982e4,999268,satellite,TRUE,train_img
IE383571,IE383571_satellite.tif,2a6e5ba168c560e5c7396b0ffd924fbf,1490410,satellite,TRUE,train_img
BU361103,BU361103_satellite.tif,43a23d8bcaff6e408f2359f9969f4732,1150033,satellite,TRUE,train_img
LU734555,LU734555_satellite.tif,14864e5f987e65243876a857c975016c,1427495,satellite,TRUE,train_img
KC839730,KC839730_satellite.tif,9a6055bec5f076a0a0011d842d139804,1089340,satellite,TRUE,train_img
IX240101,IX240101_satellite.tif,20043e52b9eae0c4e2b0cece86d8ebd3,982029,satellite,TRUE,train_img
TJ440404,TJ440404_satellite.tif,7137e5990ca6c96590f047cde69a41de,1204749,satellite,TRUE,train_img
UA963955,UA963955_satellite.tif,f56582fc3db0f986ba40ecedbec3cad8,1646273,satellite,TRUE,train_img
XI285320,XI285320_satellite.tif,57ce9cd7ac4642155e25f0794bddd41f,1140917,satellite,TRUE,train_img
AR789247,AR789247_satellite.tif,7d471eb549b8a31e36e8f6463b55dd0c,1299717,satellite,TRUE,train_img
XW500536,XW500536_satellite.tif,b88dc6f161f0a8bafb0de5d329d60d1d,969588,satellite,TRUE,train_img
IU765117,IU765117_satellite.tif,c711db3f2516808eaa0cecf2e89082a4,790531,satellite,TRUE,train_img
GO331356,GO331356_satellite.tif,eb4769c725d2ba882b1473ce4f71a114,826705,satellite,TRUE,train_img
GS760393,GS760393_satellite.tif,38792ad3ffa793de5fd11493b8889c38,1432058,satellite,TRUE,train_img
YM263201,YM263201_satellite.tif,5a05af2e2a5462482651492baf6dfbf3,852103,satellite,TRUE,train_img
XX554980,XX554980_satellite.tif,d85bb339ec3bc3e9e876f616e8dd64c7,1290736,satellite,TRUE,train_img
FF298033,FF298033_satellite.tif,e750d1b6c63bbcbeea2675c33a314d00,1701635,satellite,TRUE,train_img
XF779020,XF779020_satellite.tif,4ec1b8bc58e463143713eb4c82bcfc29,1247381,satellite,TRUE,train_img
JF286367,JF286367_satellite.tif,323b8d2d0289a81b89fc5eeb669be3b6,1130830,satellite,TRUE,train_img
CN357167,CN357167_satellite.tif,2d0a5fe6ca347000eb6a3e8ce8fb5c70,929383,satellite,TRUE,train_img
UM205102,UM205102_satellite.tif,d3020c726f82d317f69fa6e90ec3a842,1242601,satellite,TRUE,train_img
EX886897,EX886897_satellite.tif,3bd9f200f8810dc270e31d26b092ba14,1105200,satellite,TRUE,train_img
TD496230,TD496230_satellite.tif,a9db57e0824b8fcef1255180eafcfd65,1133650,satellite,TRUE,train_img
DA900530,DA900530_satellite.tif,eda683b1afd512c1fb4cd7a6d8347c66,1245665,satellite,TRUE,train_img
BE360406,BE360406_satellite.tif,b57105fa44dbef4b7cb721556b93e440,963393,satellite,TRUE,train_img
IE757860,IE757860_satellite.tif,d42e4cdf8a50c4b840a16e866ec1ce1f,886992,satellite,TRUE,train_img
XK994141,XK994141_satellite.tif,6fbc53eb98f7d827e6a0e2477c05d1b1,1547434,satellite,TRUE,train_img
GE603762,GE603762_satellite.tif,1105034001c5d7f65e60b70d3141bd46,1360317,satellite,TRUE,train_img
OF422316,OF422316_satellite.tif,a39c9f0d234021dfaec1123a85cd061b,1707503,satellite,TRUE,train_img
EH158589,EH158589_satellite.tif,fd88a263e480d283914a474dc2195bff,1617604,satellite,TRUE,train_img
BD671098,BD671098_satellite.tif,f86f4e3a0f30612bf145be022625bf8a,1106073,satellite,TRUE,train_img
HA337686,HA337686_satellite.tif,a5eb3202a0ceb55c0cca8b6a8c266b4c,1706553,satellite,TRUE,train_img
EL787199,EL787199_satellite.tif,0144a1c0bbe2e6922bdc932a3fbbdedd,1743456,satellite,TRUE,train_img
VM820126,VM820126_satellite.tif,5dcb2390def95026a259d23a9ff35260,1439573,satellite,TRUE,train_img
DP277795,DP277795_satellite.tif,fc781d20f1ea45e1d0e865fcb79fe87d,1265817,satellite,TRUE,train_img
HD395503,HD395503_satellite.tif,4f44203e19fb85d517004a848152301a,1651472,satellite,TRUE,train_img
TK224099,TK224099_satellite.tif,3b67a38da2fe02bad3a1a61dff099e3b,1110098,satellite,TRUE,train_img
NQ451109,NQ451109_satellite.tif,550b49d3c9b58c1bf31e2e54321557d1,1230195,satellite,TRUE,train_img
VN257517,VN257517_satellite.tif,f7b5ff9d41e707eebe0566388687a99c,1546128,satellite,TRUE,train_img
VJ755106,VJ755106_satellite.tif,5ff95687ef4b93d0938d79f890f99d72,1611899,satellite,TRUE,train_img
LD384261,LD384261_satellite.tif,e73a04ca69d4893179c5a95190e87563,1290704,satellite,TRUE,train_img
VL378293,VL378293_satellite.tif,69ed7c93ed81a1c734aa7678689e698a,1595056,satellite,TRUE,train_img
WZ180079,WZ180079_satellite.tif,231dea0f00b9f0196c6cd5cf25f1c35b,980654,satellite,TRUE,train_img
EM568394,EM568394_satellite.tif,a68fc2929946d6106508dd7a2e077c5d,1432088,satellite,TRUE,train_img
SN862008,SN862008_satellite.tif,b6f23035ccac8f9b71c3659b1baeabac,944119,satellite,TRUE,train_img
ML434826,ML434826_satellite.tif,4d256a579372a333eac2115a32e5709a,1173633,satellite,TRUE,train_img
PW534052,PW534052_satellite.tif,6d5b0e9a98ffb00dc4968dcdd1cc4e5a,1485001,satellite,TRUE,train_img
UK244935,UK244935_satellite.tif,d57a50f52b300d178ba749eee0de6927,894111,satellite,TRUE,train_img
UH501798,UH501798_satellite.tif,1a198a7258c90a6894334e058deb3947,1340089,satellite,TRUE,train_img
PR659699,PR659699_satellite.tif,7e545dc8ab9726ef29e29d0a4e2fc29c,1582559,satellite,TRUE,train_img
WN652542,WN652542_satellite.tif,495d1773f2befa8af86239636a921667,1177576,satellite,TRUE,train_img
WZ884632,WZ884632_satellite.tif,6ca0b10b5ce5c09e058cbddaf969f7ae,1520924,satellite,TRUE,train_img
AL685498,AL685498_satellite.tif,ea14a8b85bb0a7cf143e685bfed9d1a6,1299491,satellite,TRUE,train_img
ED162471,ED162471_satellite.tif,629eed497f36720cca4a3e011b019390,1063909,satellite,TRUE,train_img
OE975825,OE975825_satellite.tif,e122748f0f2814dd40af710f87135551,1498825,satellite,TRUE,train_img
NH320974,NH320974_satellite.tif,74480e0492bb8ce2579919fc99873ea2,1380344,satellite,TRUE,train_img
WW250026,WW250026_satellite.tif,ff1f7d17fa44f91e6205b52ae3722161,1550312,satellite,TRUE,train_img
AW545339,AW545339_satellite.tif,177b4abf5cf4bd3d6c27eb5782ca23fa,997249,satellite,TRUE,train_img
WD794940,WD794940_satellite.tif,fd513f8d1e84341bd05e9fd40e05f769,1066162,satellite,TRUE,train_img
LE182830,LE182830_satellite.tif,79bd44799cc61c11715dfc765881e056,1449554,satellite,TRUE,train_img
AS971437,AS971437_satellite.tif,d39fb70073a4c75c2b7ac3140770028e,990779,satellite,TRUE,train_img
EY291285,EY291285_satellite.tif,2c4304bcd1d41ba24f8e84bb8365cc95,838512,satellite,TRUE,train_img
EX653071,EX653071_satellite.tif,a315593e02bf3cada256e65bc4ce0605,961718,satellite,TRUE,train_img
JP531512,JP531512_satellite.tif,fd2600662dd9864f44e91d5b748bc12a,1070626,satellite,TRUE,train_img
OZ776171,OZ776171_satellite.tif,1ed9700bbd3a6b18facbda61812f1ea5,938985,satellite,TRUE,train_img
UB733521,UB733521_satellite.tif,e18c9cf7b15907f513cc31ae061cf03f,830753,satellite,TRUE,train_img
QF111395,QF111395_satellite.tif,e3274ac21d4675c6a76f3918ff5232fe,1148284,satellite,TRUE,train_img
NV576364,NV576364_satellite.tif,60192dd1b8b8c29a82419ca024feae28,1152518,satellite,TRUE,train_img
IS626251,IS626251_satellite.tif,0441fb36b50fdb0bc85d40ea3c8e8250,1214957,satellite,TRUE,train_img
HN264417,HN264417_satellite.tif,2fed4e7b582148f026ddccd88c4e25bc,1295115,satellite,TRUE,train_img
CQ495900,CQ495900_satellite.tif,da76b4ec354e53ecbe3ea1b7c8130d7e,1243168,satellite,TRUE,train_img
EX322155,EX322155_satellite.tif,b3208b9ec1358345e4722b93dfe9af9c,1550391,satellite,TRUE,train_img
XR734475,XR734475_satellite.tif,7e7c8c9304c9501a7a888a93c813bb68,1367633,satellite,TRUE,train_img
WO600607,WO600607_satellite.tif,c5ded6abdbe18be73434f71d2e83a1d8,1273919,satellite,TRUE,train_img
UM967438,UM967438_satellite.tif,54324aa4d2083648d167a03c5c9c4ad3,966092,satellite,TRUE,train_img
BZ489523,BZ489523_satellite.tif,2f566cc162f383b77d9f553e46ece611,836155,satellite,TRUE,train_img
LT916628,LT916628_satellite.tif,a0cfc53843f23030ad7cf68ef209dd6d,1364381,satellite,TRUE,train_img
DC322203,DC322203_satellite.tif,d1bda3d8db5a3387a1fc8825545d1b61,1199647,satellite,TRUE,train_img
YJ296863,YJ296863_satellite.tif,6fe7e232eae48a74369150d1f5dfb506,430737,satellite,TRUE,train_img
UB352009,UB352009_satellite.tif,a089f240ca5c6d9a09325f0f4ecaede0,1443081,satellite,TRUE,train_img
SS147054,SS147054_satellite.tif,17b13aa9348cb452bdf2c94b471102c0,1494274,satellite,TRUE,train_img
CJ108890,CJ108890_satellite.tif,f96cfcfb9935bfd75cf69bf451e8b479,1532328,satellite,TRUE,train_img
YJ517476,YJ517476_satellite.tif,0b2934d7211729cb1dde68787533156f,1105127,satellite,TRUE,train_img
KY509617,KY509617_satellite.tif,0f968f149c4dbe696548151109e77ca6,745797,satellite,TRUE,train_img
ZM600121,ZM600121_satellite.tif,8b5948cb98e2ef870e85b7db6a482aec,1794583,satellite,TRUE,train_img
WH326122,WH326122_satellite.tif,3c0a9a20e27a7edcda16d558dafa5a83,1492904,satellite,TRUE,train_img
UE906172,UE906172_satellite.tif,50fc30c759bc01bdaca744411bcf9d4d,1517034,satellite,TRUE,train_img
QQ864118,QQ864118_satellite.tif,9f99799ef0fd6fc6f1db3030495e9cbb,1539283,satellite,TRUE,train_img
QY457999,QY457999_satellite.tif,4e986a1b8de33bbcd98c512dc1ebd106,989236,satellite,TRUE,train_img
EK404969,EK404969_satellite.tif,25bf3cee5769afded584c2da1d106137,1568625,satellite,TRUE,train_img
NB847385,NB847385_satellite.tif,1b472eb3a1af27884c9da433b1ef517e,1389114,satellite,TRUE,train_img
MH318964,MH318964_satellite.tif,85dad68c0f2492da456ab0caf6e73354,1156826,satellite,TRUE,train_img
TC259804,TC259804_satellite.tif,5639e2a1e33b6be514c073265d624bad,1354714,satellite,TRUE,train_img
YJ673713,YJ673713_satellite.tif,e4e1f57c9887b18523a60726a9bbc70c,1465683,satellite,TRUE,train_img
ZZ191401,ZZ191401_satellite.tif,0ccf8208c1497e2ef0a6eb16632a5e4e,1257943,satellite,TRUE,train_img
OK277961,OK277961_satellite.tif,f9e8000f10a71c987ebc96fc2e1a5343,1121675,satellite,TRUE,train_img
FC393724,FC393724_satellite.tif,a280c6eba1619a006ea49a07c873a620,1279608,satellite,TRUE,train_img
YO370473,YO370473_satellite.tif,6710c8a6ce24d3a5664d3e44c42e9dcb,1317781,satellite,TRUE,train_img
IY563518,IY563518_satellite.tif,aa4206615efdec1f17bfd4f9c1b9bf25,1531679,satellite,TRUE,train_img
ED696360,ED696360_satellite.tif,512dd60af81e7980f2dec5291a0bcdc8,1335857,satellite,TRUE,train_img
LJ520415,LJ520415_satellite.tif,4e069f8d35168a5254195b30d651f290,1475125,satellite,TRUE,train_img
TV235249,TV235249_satellite.tif,7c761ef86f414fcbaa407286deea517c,1392102,satellite,TRUE,train_img
QT428881,QT428881_satellite.tif,063e5bf68958488a071ff2de38bcc3e2,1707422,satellite,TRUE,train_img
VN630519,VN630519_satellite.tif,6c01226eb665c79be8372415a067cb8a,1625430,satellite,TRUE,train_img
VB750760,VB750760_satellite.tif,585f6a6c7dc1bab9c0ac082393d7c046,1140032,satellite,TRUE,train_img
BX928994,BX928994_satellite.tif,f8e85e8ce8ac9e3ea07fe9646a6018a9,1406338,satellite,TRUE,train_img
RA262070,RA262070_satellite.tif,9f32ef50f988bf4fd76631f701141526,1612706,satellite,TRUE,train_img
JM265890,JM265890_satellite.tif,b10e2b4ed11bf073eb243bd176b76379,1252449,satellite,TRUE,train_img
CH507081,CH507081_satellite.tif,416f6b4481190d5ef0e27fd722716940,1002848,satellite,TRUE,train_img
VC465887,VC465887_satellite.tif,d062b0f5e20e850cd8851b4683a86e2f,1266457,satellite,TRUE,train_img
UR958038,UR958038_satellite.tif,24fbbb803786951f0f8fd1ba678e8077,1498280,satellite,TRUE,train_img
KC432697,KC432697_satellite.tif,90edeba67ecde3673cb2320e418c24e5,989000,satellite,TRUE,train_img
TP322964,TP322964_satellite.tif,c0a200126eb679538ae5dfd6bdefa7c6,1249171,satellite,TRUE,train_img
PD391897,PD391897_satellite.tif,e35e15c3191d3ad1fe31ba0e7049a7df,1540335,satellite,TRUE,train_img
ZL927912,ZL927912_satellite.tif,4317309a37a801eacfa75ce7a1891be8,1523804,satellite,TRUE,train_img
PG156704,PG156704_satellite.tif,b507f9b6e227afa9248f3f4d5eb8fdb0,1235415,satellite,TRUE,train_img
AY816881,AY816881_satellite.tif,9cf14aee201d64196dadccf2ea3823b8,1503101,satellite,TRUE,train_img
WO540110,WO540110_satellite.tif,5edc20a0ed67847fac54e2d69589beef,986729,satellite,TRUE,train_img
VI293020,VI293020_satellite.tif,6ade8d4daf00bd55f2b5eda0645f53e0,847698,satellite,TRUE,train_img
CN458633,CN458633_satellite.tif,07b061e5f5fcc12ca68cf841edc21d7f,895592,satellite,TRUE,train_img
JF308252,JF308252_satellite.tif,fe36de422c3500138c93ba15ac558efc,1396206,satellite,TRUE,train_img
NP598597,NP598597_satellite.tif,880f545119e99c44c83a817c272e164e,1343561,satellite,TRUE,train_img
ZF830532,ZF830532_satellite.tif,beac8987454c05914d555928251cdcd7,1299355,satellite,TRUE,train_img
WS508040,WS508040_satellite.tif,0b4d1c022b7c73ef094bf6ac37eba573,1636968,satellite,TRUE,train_img
XV706590,XV706590_satellite.tif,bc2d2e11216b317cf625e7d60f232b03,1390053,satellite,TRUE,train_img
